,genre,body_text_clean
4894,Pop/Rock,aerosmith music anoth dimens rat cellar live uuhh goin downtown goin goin neath citi eatin ground round underground pretti gritti turn screw held light that knew sight sore eye sight sore eye sight sore eye sight sore eye playin fair sleepin stair downtown piti takin fair squar never pretti gritti turn screw held knife oh holi jesu she sight sore eye lyric commerci use 1409617854061
4895,Pop/Rock,aerosmith music anoth dimens train kept rollin live aboard aboard aboard track nineteen train freedom hurri hurri hurri hurri hurri ha well train met dame rather handsom kinda look pretti new york citi im walkin old fair lane im heat im love couldnt tell said train kept rollin get along train kept rollin get along train kept rollin get along train kept rollin lyric commerci use 1409617854061
4896,Pop/Rock,aerosmith get wing old song danc get cooler lay low coincident murder noth show judg constip go head wife aggrav your soon enough dead old stori old song danc friend old stori old song danc friend gotcha cocain found gun smoothi face lawyer lyric commerci use 1409617854061
4897,Pop/Rock,aerosmith get wing lord thigh know social im wait girl call eye got way make man honey got understand im man child lord thigh well well lordi god got lyric commerci use 1409617854061
4898,Pop/Rock,aerosmith get wing space space time child nine doin twenti year way fire steel earth unreal find anoth planet stay papa die surviv tellin ordeal soul could feel lyric commerci use 1409617854061
4899,Pop/Rock,aerosmith get wing woman world well she woman world god know shell turn head everi time show yeah noth noth say way tri chang way might gone tomorrow honey say gotta say lordi lordi lordi lordi woman well tri tri hard pleas lyric commerci use 1409617854061
4900,Pop/Rock,aerosmith get wing so bad stagecoach ladi hourglass bodi makin thing glow night well would could shed good would tell lover tonight caus im bad lone school boy im rat bad cant get none salt lake citi salt lickin bitti bogi turn stinkin gin well daddi hard face pretti scar kickin ass playin poker win lyric commerci use 1409617854061
4902,Pop/Rock,aerosmith get wing season wither blue heart ladi sleepi love devil brought sea thousand drawn sin season wither holdin ooh woe feel badli ooh woe feel sadli time bound lose mind live borrow time lyric commerci use 1409617854061
4904,Pop/Rock,aerosmith rock back saddl im back im back saddl im back im back saddl ridin town alon light moon im look ole suki jone crazi hors saloon barkeep gimm drink that caught eye turn give wink thatd make grown man cri im back saddl im back lyric commerci use 1409617854061
4905,Pop/Rock,aerosmith rock last child im dream tonight im leav back home right take back south tallahasse cross bridg sweet sassafrassi cant stand feet citi got get back real nitti gritti ye sir sir dont come close home sweet home cant catch dose hot tail poon tang sweetheart sweathog readi make silk purs j paul getti ear face beer lyric commerci use 1409617854061
4906,Pop/Rock,aerosmith rock rat cellar goin rat cellar goin skin turnin yellow nose runni losin connect losin money get affect new york citi blue east side west side blue throw slam catch believ your wear tear apart lyric commerci use 1409617854061
4907,Pop/Rock,aerosmith rock combin street cold dawn grey heart say head say stay work finish ive told cant part three us got hold forgot name took shot chin im rearrang game tell shape im line fire know say lyric commerci use 1409617854061
4908,Pop/Rock,aerosmith rock sick dog pleas ive got talk pleas well get head loo pleas long long way home pleas turn young man face stone sick dog what stori sick dog cat got tongu sick dog youll sorri sick dog caus realli aint young lyric commerci use 1409617854061
4909,Pop/Rock,aerosmith rock nobodi fault aerosmith box fire nobodi fault lord must dream els could everybodi scream run sea holi land sink bird take sky prophet stink drunk know reason eye full desir mind ill eas everyth fire shit pile knee rhyme reason everyon blame children season dont lame sorri your sorri dont sorri man known lyric commerci use 1409617854061
4910,Pop/Rock,aerosmith rock get lead ya like good boogey like real boogey woogi hear juke box singin get danc hall swingin wont ya grab shaker got meet maker umget lead get bed get lead lyric commerci use 1409617854061
4911,Pop/Rock,aerosmith rock lick promis johnni come late saturday night singin de backstreet boogi hous delight steal show money come sour ladi sweet love affair whole place rockin peopl stompin feet gang get woman everi night free he rockin like wouldnt believ sing na na na na na na na na na na johnni like gambl ladi louis lyric commerci use 1409617854061
4912,Pop/Rock,aerosmith rock home tonight time say good night time bid sweet adieu babi drink cheer yesterday lyric commerci use 1409617854061
4913,Pop/Rock,aerosmith tribut band tribut aerosmith dont want miss thing could stay awak hear breath watch smile sleep your far away dream could spend life sweet surrend could stay lost moment forev everi moment spent moment treasur dont wanna close eye dont wanna fall asleep caus id miss babi dont wanna miss thing caus even dream sweetest dream would never id still miss babi dont wanna miss thing lie close feel heart beat im wonder your dream wonder your see kiss eye thank god togeth wanna stay moment forev forev ever lyric commerci use 1409617854061
4914,Pop/Rock,nirvana beavi butthead beavi butthead experi hate want die runni nose runni yolk even cold still cough still havent fulfil day what sound day what sound day what sound lyric commerci use 1409617854061
4915,Pop/Rock,beavi butthead beavi butthead experi come butthead butthead ooooh heheh huhhehhuh heheheh come love come butthead come closer love come love come littl closer come closer love let touch let touch would cool let feel let feel near near beavi heheheheh yeah let feel butthead would like someth realli suck love hhuh would like homework stuff b wussi love come love come butthead come closer love come love come littl closer closer posit k nahnanahnow butthead ahahiidont know dont know man dont know butthead like posit posit k dont mean interrupt song feel your goin whole thing kinda wrong first gotta stop bein mischiev might find girl doin buttup man beavi beavi heheh yeah heh yeah she gonna butt b way beavi heheh yeah mhmm heh gonna cool hehe posit k realli dont think that somethin wanna see butthead uhhh huhhuhhh way come love come butthead come closer love come love come littl closer lyric commerci use 1409617854061
4916,Pop/Rock,aerosmith beavi butthead beavi butthead experi deuc wild love look big brown eye talk seem hypnot say thing nobodi dare say im let fli away lover jet lag well stay night sleepin bag got heartbeatin rhythm subterrain lyric commerci use 1409617854061
4917,Pop/Rock,beavi butthead white zombi beavi butthead experi hell yeah sorcita nu namo wan gumba yeah weve fightin game late like playin gun yeah cant rememb hell ive tri ran across back ceilin cant live without gun hell come wow wow wow might kill em might kill killin might kill em might kill killin might kill em might kill killin might kill em might kill killin hell sir hell sir hell sir hell sir yeah imagin gear brother start trembl lyric commerci use 1409617854061
4918,Pop/Rock,beavi butthead primu beavi butthead experi poetri prose aint one poetri aint one prose lyric commerci use 1409617854061
4919,Pop/Rock,red hot chili pepper beavi butthead beavi butthead experi search destroy well im street walk cheetah heart full napalm well im runaway son nuclear abomb world forgotten boy one search destroy somebodi gotta help pleas somebodi better save soul babi way look honey caus im use technolog well aint got time make apolog soul radiat dead night love middl fire fight lyric commerci use 1409617854061
4920,Pop/Rock,cher beavi butthead beavi butthead experi got babe come butthead say love wont pay rent earn money spent dont know that true caus got butthead got babe got babe got babe got flower spring got wear ring im sad your clown lyric commerci use 1409617854061
4921,Pop/Rock,eagl hotel california hotel california dark desert highway cool wind hair warm smell colita rise air ahead distanc saw shimmer light head grew heavi sight grew dim stop night stood doorway heard mission bell think could heaven could hell lit candl show way voic corridor thought heard say welcom hotel california love place love place love face lyric commerci use 1409617854061
