,explicit,body_text_clean,explicit text
3271,0,barri manilow mandi rememb life rain cold ice shadow man face window cri night night goe morn anoth day happi peopl pass way look eye see memori never realiz happi made oh mandi lyric commerci use 1409617854061,no
3272,0,barri white cant get enough love babe ive heard peopl say much anyth good babi dont know mani time weve love weve share love made love doesnt seem like enough enough enough oh babi darl cant get enough love babi girl dont know dont know cant get enough love babe thing cant get use matter tri like give want babi that lie oh babi tell say gonna lyric commerci use 1409617854061,no
3273,0,rubett sugar babi love sugar babi love sugar babi love didnt mean make blue sugar babi love sugar babi love didnt mean hurt lover make make mistak lyric commerci use 1409617854061,no
3274,0,isley brother summer breez choru summer breez make feel fine blow jasmin mind summer breez make feel fine blow jasmin mind see curtain hang window even friday night lyric commerci use 1409617854061,no
3275,0,jack jersey papa poor man papa poor man papa poor poor poor poor poor poor poor man papa poor man papa poor poor poor poor poor poor poor man aint got money aint got job mama felt happi papa best lookin man came around day came along sang littl song made mama felt happi got littl song papa gonna cradl downtown aint talkin bout papa poor richest man town never saw man fine papa friend mine hey papa poor richest man town man lost money saturdaynight mama sunday alright papa poor man lyric commerci use 1409617854061,no
3276,0,demi rousso fascin sweet inspir everyth hope your dawn rise summer wind seasom lucki day came way share joy sorrow word true color blue clear sky tomorrow touch hand gentli say need your spring love bring laughter everi day your fascin sweet inspir everyth hope would your dawn rise lyric commerci use 1409617854061,no
3277,0,hot chocol emma togeth sinc five pretti emma star evryon eye said shed movi queen nobodi laugh face like angel could anyth emmalen emma emmalen im gonna write name high silver screen emmalen emma emmalen im gonna make biggest star world ever set seventeen wed work day night earn daili bread lyric commerci use 1409617854061,no
3278,0,alvin stardust coo ca choo coo coo want realli love thing come loveam wont coo ca choo sweet like dress love way know your best im love im mess realli want coo ca choo love ye love ya lyric commerci use 1409617854061,no
3279,0,albert hammond im train look im train track im train im train im chucka train yeah look got load back im train im train im chucka train yeah look im go somewher im train im train im chucka train yeah look im go somewher im train im train im chucka train yeah hard day ye hard day ye hard day ye im train im chucka train im chucka train im train im chucka train chucka train yeah look im train line lyric commerci use 1409617854061,no
3280,0,spark town aint big enough us zoo time time mammal favourit type want tonight heartbeat increas heartbeat hear thunder stamped rhino eleph tacki tiger town aint big enough us aint who gonna leav fli domest fli stewardess near show fear heartbeat increas heartbeat khakicolour bombadi hiroshima your near town aint big enough us aint who gonna leav lyric commerci use 1409617854061,no
3281,0,mud dynamit nobodi knew name turn knock door bump floor parti turn insan call name walk look like dynamit said come along boogaloo night way she move well dynamit light she got she got whole town light dynamit nobodi quit know wrong right know dyna dynamit theyr right hadnt long told us came lyric commerci use 1409617854061,no
3282,0,trammp love epidem say gonna spread love epidem around world peopl spread everi man boy woman girl listen peopl gonna make love brother put smile face oh make forget color think human race wont need medic caus wont diseas contamin ooh need particip yeah peopl reunit nation oh spread love epidem around world peopl spread everi man boy woman girl alright alright listen lyric commerci use 1409617854061,no
3283,0,walker oh lonesom everybodi go fun im fool stay home none cant get set free oh lonesom bad mistak im make hang round know fun paint town lovesick fool that blind cant see oh lonesom bet she like she fanci free flirtin boy charm still love brother dont know id welcom right back arm lyric commerci use 1409617854061,no
3284,0,georg baker select fli away littl paraquayo came white boat mani year ago gave present promis lot lock chain put mine said quot work glori godquot lyric commerci use 1409617854061,no
3285,0,tribut abba long think your gonna make softer fanci car tell trick aint gonna get far say money got magic touch doesnt mean much wont tonight right right right right long see honey cant buy money traci daisi may crazi ill never girl long see honey cant buy money lyric commerci use 1409617854061,no
3286,0,adel hello hello wonder year youd like meet go everyth say time suppos heal ya aint done much heal hello hear im california dream use younger free ive forgotten felt world fell feet there differ us million mile hello side mustv call thousand time tell im sorri everyth ive done call never seem home lyric commerci use 1409617854061,no
3287,0,adel roll deep there fire start heart reach fever pitch bring dark final see crystal clear go ahead sell ill lay ship bare see ill leav everi piec dont underestim thing there fire start heart reach fever pitch bring dark scar love remind us keep think almost scar love leav breathless cant help feel could your gonna wish never met roll deep tear gonna fall roll deep heart insid hand your gonna wish never met play beat tear gonna fall roll deep babi stori told ive heard one im gonna make head burn think depth despair make home mine sure wont share lyric commerci use 1409617854061,no
3288,0,adel rumour aint real aint gon abl love like stranger histori dont rememb sure she got babi realli want bless soul got head cloud made fool boy she bring made heart melt your cold core rumour aint got love anymor rumour rumour rumour rumour rumour rumour rumour rumour rumour rumour rumour rumour rumour rumour rumour rumour half age im guess that reason youv stay lyric commerci use 1409617854061,no
